Group_id,Ind,Sex,Moult,Notes,
20240807_1,jWRna,f,,,
20240807_1,jMna,m,1,,
20240807_1,zWBWwg,m,4,,
20240807_2,sYw,m,5,,
20240807_2,sGa,m,5,,
20240807_2,pNaba,m,5,,
20240807_3,jBbwb,m,5,,
20240807_3,hBy,m,5,,
20240807_3,sMow,m,4,,
20240807_3,cMra,f,,,
20240807_4,jBRb,f,,,
20240807_4,iWq,m,5,,
20240807_4,sBbwb,u,,,
20240807_4,iNyb,m,4.5,,
20240807_4,sWa,m,5,,
20240807_4,sGn,m,5,,
20240807_4,jMrw,m,1.5,,
20240807_4,jBn,m,5,,
20240807_4,sMag,m,5,,
20240807_4,GBB,f,,,
20240807_4,sOo,m,5,,
20240807_4,pBGrb,f,,,
20240807_4,cGRb,m,1,,
20240807_4,sRBaba,u,,,
20240807_4,sWBWgb,m,5,,
20240807_4,pWByn,f,,,
20240807_4,cOnr,m,5,,
20240807_5,pRWob,m,4,,
20240807_6,pWbo,m,4,,
20240807_6,sYnr,m,5,,
20240807_6,uGwg,m,5,,
20240807_6,sYRo,m,5,,
20240807_6,sWow,m,5,,
20240807_6,sAWgr,u,,,
20240807_6,sWMq,m,5,,
20240807_6,sGgr,u,,,
20240807_6,pObo,m,1,,
20240807_6,pYNYba,m,5,,
20240807_6,jBrn,m,5,,
20240807_6,sOag,u,,,
20240807_6,sRNnr,m,5,,
20240807_6,uOq,m,5,,
20240807_6,sWBwr,u,,,
20240807_6,uYwg,m,4,,
20240807_7,lWArg,m,5,,
20240807_7,sNwr,m,5,,
20240807_7,zWbr,m,1,,
20240807_7,zYwo,f,,,
20240807_8,uYwg,m,4,,
20240807_8,sGgr,u,,,
20240807_8,sYRo,m,5,,
20240808_1,sAq,f,,,
20240808_1,cMy,m,1.5,,
20240808_1,sOrbr,m,5,,
20240808_1,sRy,f,,,
20240808_1,sMbr,m,1,,
20240808_1,sYyby,m,5,,
20240808_1,cWbg,f,,,
20240808_1,sYNr,u,,,
20240808_1,lYRbo,m,3.5,,
20240808_2,sYnr,m,5,,
20240808_2,sWMq,m,5,,
20240808_2,sGgr,u,,,
20240808_2,pWbo,m,4,,
20240808_3,jBrn,m,5,,
20240808_3,sAWgr,u,,,
20240808_4,sARow,m,5,,
20240808_4,uOq,m,5,,
20240808_5,cNb,m,5,,
20240808_5,sYRo,m,5,,
20240808_5,fNo,m,5,,
20240808_5,uGwg,m,5,,
20240808_5,sWBwr,u,,,
20240808_5,sBGo,u,,,
20240808_5,sRNnr,m,5,,
20240808_5,pBYyn,m,5,,
20240808_5,cBar,m,5,,
20240808_5,sBnr,u,,,
20240808_5,sOo,m,5,,
20240811_1,pBGrb,f,,,
20240811_1,jBn,m,5,,
20240811_1,iNyb,m,4.5,,
20240811_1,cOnr,m,5,,
20240811_1,sOo,m,5,,
20240811_1,sGn,m,5,,
20240811_1,GBB,f,,,
20240811_1,sMag,m,5,,
20240811_2,zWBWwg,m,4,,
20240811_2,jWRna,f,,,
20240811_2,jMna,m,1,,
20240811_3,sBbwb,u,,,
20240811_3,iWq,m,5,,
20240811_3,jBRb,f,,,
20240811_3,sWa,m,5,,
20240811_3,jMrw,m,1,,
20240811_4,sYyby,m,5,,
20240811_4,sMbr,m,1,,
20240811_4,cWbg,f,,,
20240811_4,sOrbr,m,5,,
20240811_4,cMy,m,1,,
20240811_4,sYNr,u,,,
20240811_5,pBYyn,f,,,
20240811_5,cGRb,m,1,,
20240811_5,sWBWgb,m,5,,
20240811_5,sRBaba,u,,,
20240811_6,sAWgr,u,,,
20240811_6,jBrn,m,5,,
20240811_7,pWbo,m,4,,
20240811_7,sWMq,m,5,,
20240811_7,sYnr,m,5,,
20240811_8,uGwg,m,5,,
20240811_8,sWBwr,u,,,
20240811_9,pBYyn,m,5,,
20240811_9,zOWOgn,m,5,,
20240811_9,jGyr,f,,,
20240811_9,pWRbo,m,1,,
20240811_10,sMow,m,4,,
20240811_10,pNaba,m,5,,
20240811_10,jBbwb,m,5,,
20240811_10,sGa,m,5,,
20240811_10,cMra,f,,,
20240811_11,iONr,m,1,,
20240811_11,pANg,m,5,,
20240811_11,uNyby,m,5,,
20240811_11,pBYrb,f,,,
20240813_1,sBGo,u,,,
20240813_1,cBar,m,5,,
20240813_1,sRNnr,m,5,,
20240813_2,uOq,m,4.5,,
20240813_2,sRNnr,m,5,,
20240813_2,sARow,m,5,,
20240813_3,cNb,m,5,,
20240813_3,uYwg,m,5,,
20240813_4,sWMq,m,5,,
20240813_4,pWbo,m,4,,
20240813_4,sYnr,m,5,,
20240813_4,sGgr,u,,,
20240813_5,cMq,f,,,
20240813_5,sRWow,m,4,,
20240813_5,sKa,f,,,
20240813_6,pObo,m,1,,
20240813_6,sOag,u,,,
20240813_6,pYNYba,m,5,,
20240813_6,sWow,m,5,,
20240813_6,sRGra,u,,,
20240813_7,sRBaba,u,,,
20240813_7,cGRb,m,1,,
20240813_7,sWBWgb,m,5,Problems on the left (?) leg,
20240813_7,pWByn,f,,,
20240813_8,pRWob,m,4,,
20240813_9,sMbr,m,1,,
20240813_10,cWbg,f,,,
20240813_10,sOrbr,u,,,
20240813_10,cMy,m,1,,
20240813_10,sYNr,m,5,,
20240813_10,sYyby,m,5,,
20240813_11,zWBWwg,m,4,,
20240813_11,jWRna,f,,,
20240813_11,jMna,m,1,,
20240813_12,sOo,m,5,,
20240813_12,sGn,m,5,,
20240813_12,cOnr,m,4.5,,
20240813_12,jBn,m,5,,
20240813_12,sMag,m,5,,
20240813_12,iNyb,m,4.5,,
20240813_12,GBB,f,,,
20240813_12,pBGrb,f,,,
20240813_13,sMow,m,4,,
20240813_13,sYw,u,,,
20240813_13,jBbwb,m,5,,
20240813_13,pNaba,m,5,,
20240813_14,zOWOgn,m,5,,
20240813_14,pWRbo,m,1,,
20240813_14,sBnr,u,,,
20240813_14,jGyr,f,,,
20240813_14,pBYyn,m,5,,
20240815_1,cOnr,m,4,,
20240815_1,GBB,f,,,
20240815_2,jMrw,m,1,,
20240815_2,iWq,m,5,,
20240815_2,sBbwb,u,,,
20240815_2,jBRb,f,,,
20240815_2,sWa,m,5,,
20240815_3,cMy,m,1,,
20240815_3,sOrbr,m,5,,
20240815_3,sYyby,m,5,,
20240815_3,sYNr,u,,,
20240815_3,cWbg,f,,,
20240815_4,sWBWgb,m,5,,
20240815_4,cGRb,m,1,,
20240815_4,sRBaba,u,,,
20240815_4,pBYyn,f,,,
20240815_5,sOag,u,,,
20240815_5,pYNYba,m,5,,
20240815_5,pObo,m,1,,
20240815_5,sARn,u,,,
20240815_5,hWyr,f,,,
20240815_5,zWRWba,m,5,,
20240815_5,sRGra,u,,,
20240815_5,sWow,m,5,,
20240815_6,jBrn,m,5,,
20240815_6,sAWgr,u,,,
20240815_7,sYw,m,5,,
20240815_7,sGa,m,5,,
20240815_7,sMow,m,3.5,,
20240815_8,pWRbo,m,1,,
20240815_8,jGyr,f,,,
20240815_8,zOWOgn,m,5,,
20240815_8,pBYyn,m,5,,
20240815_9,jMna,m,1,,
20240815_9,zWBWwg,m,4,,
20240815_9,jWRna,f,,,
20240816_1,pNaba,m,5,,
20240816_1,cMra,f,,,
20240816_1,jBbwb,m,5,,
20240816_2,zOWOgn,m,5,,
20240816_2,pWRbo,m,1,,
20240816_2,jGyr,f,,,
20240816_2,pBYyn,m,5,,
20240816_3,sMow,m,2,,
20240816_3,sYw,m,5,,
20240816_3,sGa,m,5,,
20240816_4,GBB,f,,,
20240816_4,sOo,m,5,,
20240816_4,cOnr,m,4,,
20240816_5,uYwg,m,4.5,,
20240816_5,sYRo,m,5,,
20240816_5,cNb,m,5,,
20240816_6,pWbo,m,4,,
20240816_6,sGgr,u,,,
20240816_6,sYnr,m,5,,
20240816_6,sWMq,m,5,,
20240816_7,pYNYba,m,5,,
20240816_7,pObo,m,1,Petal display,
20240816_7,sOag,u,,,
20240816_7,sWow,m,5,,
20240816_7,sRGra,u,,,
20240816_8,cWbg,f,,,
20240816_8,sYyby,m,5,,
20240816_8,cMy,m,1,,
20240816_8,sOrbr,m,5,,
20240816_8,sYNr,u,,,
20240816_9,jBn,m,5,,
20240816_9,sGn,m,5,,
20240816_9,iNyb,m,4.5,,
20240816_9,sMag,m,5,,
20240816_9,pBGrb,f,,,
20240816_10,cBar,m,5,,
20240816_10,sBGo,u,,,
20240816_10,fNo,m,4.5,,
20240816_10,sBnr,u,,,
20240816_11,uOq,m,4,,
20240816_11,sARow,u,,,
20240816_11,uGwg,m,5,,
20240820_1,cOnr,m,4,,
20240820_1,GBB,f,,,
20240820_1,sOo,m,5,,
20240820_2,jMna,m,1,,
20240820_2,jWRna,f,,,
20240820_2,zWBWwg,m,4.5,,
20240820_3,jBn,m,5,,
20240820_3,sMag,m,5,,
20240820_3,sGn,m,5,,
20240820_3,pBGrb,f,,,
20240820_3,iNyb,m,4.5,,
20240820_4,cGRb,m,1,,
20240820_4,sRBaba,u,,,
20240820_4,pWByn,f,,,
20240820_5,pNaba,m,4.5,,
20240820_5,jBbwb,m,5,,
20240820_5,cMra,f,,,
20240820_6,zOWOgn,m,5,,
20240820_6,sBnr,u,,,
20240820_6,pBYyn,m,5,,
20240820_7,cBar,m,5,,
20240820_7,sBGo,u,,,
20240820_7,fNo,m,4,,
20240821_1,sGn,m,5,,
20240821_1,jBn,m,5,,
20240821_1,iNyb,m,4.5,,
20240821_1,sMag,m,5,,
20240821_1,sWa,m,5,,
20240821_1,pBGrb,f,,,
20240821_1,jBRb,f,,,
20240821_1,sBbwb,u,,,
20240821_1,iWq,m,5,,
20240821_1,jMrw,m,1,,
20240821_2,pWRbo,m,1,,
20240821_2,zOWOgn,m,5,,
20240821_2,jGyr,f,,,
20240821_2,pBYyn,m,5,,
20240821_2,sBnr,u,,,
20240821_3,jMna,m,1,,
20240821_3,zWBWwg,m,4.5,,
20240821_3,jWRna,f,,,
20240821_4,cOnr,m,3.5,,
20240821_4,sOo,m,5,,
20240821_4,GBB,f,,,
20240821_5,sBGo,u,,,
20240821_5,fNo,m,4,,
20240821_5,cBar,m,5,,
20240821_6,cMra,f,,,
20240821_6,pNaba,m,4.5,,
20240821_6,jBbwb,m,5,,
20240822_1,sRBaba,u,,,
20240822_1,pWByn,f,,,
20240822_1,cGRb,m,1,,
20240822_2,cMra,f,,,
20240822_2,jBbwb,m,5,,
20240822_2,pNaba,m,4,,
20240822_3,sMow,m,1,,
20240822_3,sGa,m,5,,
20240822_3,sYw,u,,,
20240822_4,jBRb,f,,,
20240822_4,sBbwb,u,,,
20240822_4,jMrw,m,1,,
20240822_4,cMy,m,1,,
20240822_4,sWa,m,5,,
20240822_4,iWq,m,5,,
20240822_5,pBGrb,f,,,
20240822_5,sMag,m,5,,
20240822_5,iNyb,m,4,,
20240822_5,jBn,m,5,,
20240822_5,sGn,m,5,,
20240822_6,sOo,m,5,,
20240822_6,cOnr,m,3,,
20240822_6,GBB,f,,,
20240822_7,jGyr,f,,,
20240822_7,pBYyn,m,5,,
20240822_7,zOWOgn,m,5,,
20240822_7,pWRbo,m,1,,
20240822_7,sBnr,u,,,
20240827_1,jMna,m,1,,
20240827_1,jWRna,f,,,
20240827_1,zWBWwg,m,4.5,,
20240827_2,sRBaba,u,,,
20240827_2,pWByn,f,,,
20240827_2,cGRb,m,1,,
20240827_3,pNaba,m,3.5,,
20240827_3,jBbwb,m,5,,
20240827_3,cMra,f,,,
20240827_4,sMow,m,1,,
20240827_4,sYw,u,,,
20240827_4,sGa,u,,,
20240827_5,jGyr,f,,,
20240827_5,pWRbo,m,1,,
20240827_5,zOWOgn,m,5,,
20240827_5,sBnr,u,,,
20240827_5,pBYyn,m,5,,
20240827_6,pBGrb,f,,,
20240827_6,iNyb,m,4,,
20240827_6,sMag,m,5,,
20240827_6,sGn,m,5,,
20240827_6,jBn,m,5,,
20240827_7,iWq,m,4.5,,
20240827_7,sWa,m,5,,
20240827_7,sBbwb,u,,,
20240827_7,jBRb,f,,,
20240827_8,cOnr,m,2,,
20240827_8,GBB,f,,,
20240827_8,sOo,m,5,,
20240830_1,iNyb,m,4,,
20240830_1,jBn,m,5,,
20240830_1,pBGrb,f,,,
20240830_1,sMag,m,5,,
20240830_1,sGn,m,5,,
20240830_2,iWq,m,4,,
20240830_2,sWa,m,5,,
20240830_2,sBbwb,u,,,
20240830_2,jBRb,f,,,
20240830_2,cMy,m,1,,
20240830_2,jMrw,m,1,,
20240830_2,jMna,m,1,,
20240830_3,jBbwb,m,5,,
20240830_3,pNaba,m,2,,
20240830_3,cMra,f,,,
20240830_3,hBy,m,4.5,,
20240830_4,jGyr,f,,,
20240830_4,sBnr,u,,,
20240830_4,pBYyn,m,5,,
20240830_4,zOWOgn,m,5,,
20240830_4,jMna,m,1,,
20240830_5,cOnr,m,1.5,,
20240830_5,sOo,m,5,,
20240830_5,GBB,f,,,
20240830_6,jMna,m,1,,
20240830_6,jWRna,f,,,
20240830_6,zWBWwg,m,4.5,,
20240830_7,sMow,m,1,,
20240830_7,sYw,u,,,
20240830_7,sGa,u,,,
20240903_1,pBYyn,m,5,,
20240903_1,zOWOgn,m,5,,
20240903_1,jGyr,f,,,
20240903_2,sGa,f,,,
20240903_2,sMow,m,1,,
20240903_2,sYw,u,,,
20240903_3,sBbwb,u,,,
20240903_3,jBRb,f,,,
20240903_3,sWa,m,5,,
20240903_3,cMy,m,1,,
20240903_3,iWq,m,2.5,,
20240903_3,jMrw,m,1,,
20240903_4,pBGrb,f,,,
20240903_4,iNyb,m,3,,
20240903_4,jBn,m,5,,
20240903_4,sMag,m,5,,
20240903_4,sGn,m,5,,
20240903_5,zWBWwg,m,4.5,,
20240903_5,jWRna,f,,,
20240903_5,jMna,m,1,,
20240903_6,cGRb,m,1,,
20240903_6,sRBaba,u,,,
20240903_6,jBrn,m,1,,
20240903_6,sAWgr,u,,,
20240903_7,pNaba,m,1,,
20240903_7,cMra,f,,,
20240903_7,jBbwb,m,5,,
20240905_1,sOo,m,5,,
20240905_1,GBB,f,,,
20240905_1,cOnr,m,1,,
20240905_2,jBn,m,5,,
20240905_2,iNyb,m,2,,
20240905_2,pBGrb,f,,,
20240905_2,sGn,m,5,,
20240905_2,sMag,m,5,,
20240905_3,cGRb,m,1,,
20240905_3,sRBaba,u,,,
20240906_1,sYw,m,5,,
20240906_1,sGa,u,,,
20240906_1,sMow,m,1,,
20240906_2,iWq,m,1.5,,
20240906_2,jBRb,f,,Building nest,
20240906_2,jMrw,m,1,,
20240906_3,cGRb,m,1,,
20240906_3,sRBaba,u,,,
20240906_4,jMna,m,1,,
20240906_4,jWRna,f,,,
20240906_4,zWBWwg,m,4,,
20240906_5,sGn,m,5,,
20240906_5,iNyb,m,2,,
20240906_5,pBGrb,f,,,
20240906_5,jBn,m,5,,
20240906_5,sMag,m,5,,
20240906_6,sOo,m,5,,
20240906_6,GBB,f,,,
20240906_6,cOnr,m,1,,
20240906_7,jGyr,f,,,
20240906_7,zOWOgn,m,4.5,,
20240906_7,pWRbo,m,1,,
20240906_8,pNaba,m,1,,
20240906_8,jBbwb,m,5,,
20240906_8,cMra,f,,,
20240909_1,GBB,f,,,
20240909_1,cOnr,m,1,,
20240909_1,sOo,m,5,,
20240909_2,pNaba,m,1,,
20240909_2,jBbwb,m,5,,
20240909_2,cMra,f,,,
20240909_3,jGyr,f,,,
20240909_3,sBnr,f,,,
20240909_3,zOWOgn,m,5,,
20240909_3,pWRbo,m,1,,
20240909_4,jMna,m,1,,
20240909_4,zWBWwg,m,4,,
20240909_4,jWRna,f,,,
20240909_5,cGRb,m,1,,
20240909_5,sRBaba,u,,,
20240909_6,sMow,m,1,,
20240909_6,sYw,u,,,
20240909_6,sGa,m,5,,
20240909_7,sGn,m,5,,
20240909_7,pBGrb,f,,,
20240909_7,sMag,m,5,,
20240909_7,iNyb,m,1,,
20240909_7,jBn,m,5,,
20240909_8,iWq,m,1,,
20240909_8,jBRb,f,,,
20240909_8,jMrw,m,1,,
20240909_8,sWa,m,5,,
20240912_1,sMow,m,1,,
20240912_1,sYw,u,,,
20240912_1,sGa,m,5,,
20240912_2,pNaba,m,1,,
20240912_2,cMra,f,,,
20240912_2,jBbwb,m,4.5,,
20240912_3,jGyr,f,,,
20240912_3,zOWOgn,m,4.5,,
20240912_3,sBnr,u,,,
20240912_3,pWRbo,m,1,,
20240912_4,pBGrb,f,,,
20240912_4,sGn,m,5,,
20240912_4,iNyb,m,1,,
20240912_4,sMag,m,5,,
20240912_4,jBn,m,5,,
20240912_5,iWq,m,1,,
20240912_5,jBRb,f,,,
20240912_5,sWa,m,5,,
20240912_5,jMrw,m,1,,
20240912_6,zWBWwg,m,4,,
20240912_6,jMna,m,1,,
20240912_6,jWRna,f,,,
20240916_1,cGRb,m,1,,
20240916_1,sRBaba,m,f,,
20240916_2,jMrw,m,1,,
20240916_2,iWq,m,1,,
20240916_2,jBRb,f,,,
20240916_2,sWa,m,5,,
20240916_3,cOnr,m,1,,
20240916_3,jGyr,f,,,
20240916_3,sBnr,u,,,
20240916_3,zOWOgn,m,4.5,,
20240916_3,cBar,m,4,,
20240916_3,sBGo,u,,,
20240916_3,pWRbo,m,1,,
20240916_3,GBB,f,,,
20240916_3,sOo,m,5,,
20240916_4,cMra,f,,,
20240916_4,pNaba,m,1,,
20240916_4,jBbwb,m,4,,
20240916_5,sMow,m,1,,
20240916_5,sYw,m,5,,
20240916_5,sGa,u,,,
20240916_5,hBy,m,2.5,,
20240916_6,jWRna,f,,,
20240916_6,zWBWwg,m,4,,
20240916_6,jMna,m,1,,
20240919_1,zWBWwg,m,3.5,,
20240919_1,jWRna,f,,,
20240919_1,jMna,m,1,,
20240919_2,pBGrb,f,,,
20240919_2,jBn,m,4,,
20240919_2,sGn,m,5,,
20240919_2,sMag,m,5,,
20240919_2,iNyb,m,1,,
20240919_3,jMrw,m,1,,
20240919_3,jBRb,f,,,
20240919_3,iWq,m,1,,
20240919_3,sWa,m,5,,
20240919_4,sBnr,u,,,
20240919_4,jGyr,f,,,
20240919_4,pWRbo,m,1,,
20240919_4,zOWOgn,m,4,,
20240919_5,pNaba,m,1,,
20240919_5,cMra,f,,,
20240919_5,jBbwb,m,4,,
20240919_6,hBy,m,1.5,,
20240919_6,sMow,m,1,,
20240919_6,sYw,u,,,
20240919_6,sGa,m,5,,
20240919_7,GBB,f,,,
20240919_7,cOnr,m,1,,
20240919_7,sOo,m,5,,
20240919_8,sRBaba,u,,,
20240919_8,cGRb,m,1,,
20240923_1,jBbwb,m,4,,
20240923_1,pNaba,m,1,,
20240923_1,cMra,f,,,
20240923_2,sMow,m,1,,
20240923_2,sYw,f,,,
20240923_2,sGa,f,,,
20240923_2,pANg,m,4,,
20240923_3,jWRna,f,,,
20240923_3,jMna,m,1,,
20240923_3,zWBWwg,m,2,,
20240923_4,sGn,m,5,,
20240923_4,pBGrb,f,,,
20240923_4,sMag,m,4,,
20240923_4,jBn,m,4,,
20240923_4,iNyb,m,1,,
20240923_5,jBRb,f,,,
20240923_5,sWa,m,4.5,,
20240923_5,jMrw,m,1,,
20240923_5,iWq,m,1,,
20240923_6,cGRb,m,1,,
20240923_6,sRBaba,f,,,
20240923_7,jGyr,f,,,
20240923_7,pWRbo,m,1,,
20240923_8,cOnr,m,1,,
20240923_8,sOo,m,5,,
20240923_8,GBB,f,,,
20241115_1,pWRbo,m,1,,
20241115_1,jGyr,f,,,
20241115_1,sBnr,f,,helping feed fledgies,
20241115_2,cMra,f,,,
20241115_2,jBbwb,m,1,,
20241115_3,iNyb,m,1,,
20241115_3,pBGrb,f,,,
20241115_3,sWBwr,f,,,
20241115_3,sMag,m,1,pox?,
20241115_3,jBn,m,1,,
20241115_3,jMna,m,1,,
20241115_3,sGn,m,2,,
20241115_3,unb,f,,"unb can be identified, with jMna",
20241115_4,sWa,m,1,,
20241115_4,unb,f,,,
20241115_4,jBRb,f,,,
20241115_5,sRBaba,f,,,
20241115_5,cGRb,m,1,,
20241115_6,sYw,f,,,
20241115_6,sMow,m,1,,
20241115_7,cOnr,m,1,,
20241115_7,sRGan,m,1,,
20241115_7,sOo,m,2,,
20241119_1,pWRbo,m,1,,
20241119_1,jGyr,f,,,
20241119_1,fledgie,j,,,
20241119_2,jBbwb,m,1,,
20241119_2,cMra,f,,,
20241119_2,pNaba,m,1,,
20241119_3,sRBaba,f,,,
20241119_3,cGRb,m,1,,
20241119_4,iNyb,m,1,,
20241119_4,sGn,m,2,,
20241119_4,pBGrb,f,,,
20241119_5,GBB,f,,,
20241119_5,sOo,m,2,,
20241119_5,sRGan,m,1,,
20241119_5,cOnr,m,1,,
20241119_6,unb,f,,"unb can be identified, with jMna",
20241119_6,jMna,m,1,,
20241119_7,jMrw,m,1,,
20241119_7,unb,f,,,
20241119_7,sWa,m,1,,
20241119_7,jBRb,f,,,
20241119_7,iNyb,m,1,,
20241119_8,sMow,m,1,,
20241119_8,sYw,f,,,
20241122_1,iWq,m,1,,
20241122_1,jBRb,f,,,
20241122_1,unb,f,,,
20241122_1,sWa,m,1,,
20241122_2,sRGan,m,1,,
20241122_2,sOo,m,2,,
20241122_2,GBB,f,,,
20241122_2,cOnr,m,1,,
20241127_1,jBn,m,1,,
20241127_1,pBGrb,f,,,
20241127_1,sGn,m,2,,
20241127_1,iNyb,m,1,,
20241127_1,sMag,m,1,,
20241127_2,jBRb,f,,,
20241127_2,iWq,m,1,,
20241127_2,sWa,m,1,,
20241127_3,jBbwb,m,1,,
20241127_3,pNaba,m,1,,
20241127_3,cMra,f,,,
20241127_4,cOnr,m,1,,
20241127_4,GBB,f,,,
20241127_4,sOo,m,2,,
20241129_1,cOnr,m,1,,
20241129_1,GBB,f,,,
20241129_1,sOo,m,2,,
20241129_1,hNwo,j,,,
20241129_1,sRGan,m,1,,
20241129_2,sMag,m,1,,
20241129_2,jBn,m,1,,
20241129_2,iWq,m,1,,
20241129_2,sWBwr,f,,,
20241129_3,unb,f,,,
20241129_3,sWa,m,1,,
20241129_3,jMrw,m,1,,
20241129_3,iWq,m,1,,
20241129_4,cGRb,m,1,,
20241129_4,sRBaba,f,,,
20241129_4,sOrbr,f,,,
20241129_5,pBGrb,f,,,
20241129_5,jBn,m,1,,
20241129_5,iNyb,m,1,,
20241129_6,cMra,f,,,
20241129_6,jBbwb,m,1,,
20241129_6,hOna,j,,,
20241129_6,hRAnr,j,,,
20241129_6,hGRq,j,,,
20241129_7,sYw,f,,,
20241129_7,unb,f,,,
20241202_1,jBbwb,m,1,,
20241202_1,pNaba,m,1,,
20241202_1,hRAnr,j,,,
20241202_1,cMra,f,,,
20241202_2,sRGan,m,1,,
20241202_2,cOnr,m,1,,
20241202_2,GBB,f,,,
20241202_3,pBGrb,f,,,
20241202_3,iNyb,m,1,,
20241202_3,sGn,m,2,,
20241202_4,jMrw,m,1,,
20241202_4,jBRb,f,,,
20241202_5,unb,f,,"unb can be identified, with jMna",
20241202_5,zWBWwg,m,1,,
20241202_5,jMna,m,1,,
20241202_6,hGRwn,j,,,
20241202_6,sYw,f,,,
20241202_6,unb,f,,"unb can be identified, with sYw",
20241202_6,hGrb,j,,,
20241202_6,sMow,m,1,,
20241204_1,cMra,f,,,
20241204_1,pNaba,m,1,,
20241204_2,sMow,m,1,,
20241204_2,sYw,f,,,
20241204_2,unb,f,,"unb can be identified, with sYw",
20241204_2,hGRwn,j,,,
20241204_2,hGrb,j,,,
20241204_3,hMa,j,,,
20241204_3,hONrw,j,,,
20241204_3,unb,f,,,
20241204_3,zOWOgn,m,1,,
20241204_3,sBnr,f,,,
20241204_4,iNyb,m,1,,
20241204_4,pBGrb,f,,,
20241204_4,jBn,m,1,,
20241204_4,sGn,m,2,,
20241204_5,sRBaba,f,,,
20241204_5,cGRb,m,1,,
20241204_5,sOrbr,f,,,
20241204_6,jMrw,m,1,,
20241204_6,sWa,m,1,,
20241204_6,iWq,m,1,,
20241204_6,jBRb,f,,,
20241204_7,sOo,m,2,,
20241204_7,cOnr,m,1,,
20241204_7,GBB,f,,,
20241204_8,jMna,m,1,,
20241204_8,unb,f,,"unb can be identified, with jMna",
20241206_1,iWq,m,1,,
20241206_1,jBRb,f,,,
20241206_1,jMrw,m,1,,
20241206_2,GBB,f,,,
20241206_3,jMna,m,1,,
20241206_3,unb,f,,"unb can be identified, with jMna",
20241206_4,hGrb,j,,,
20241206_4,hGRwn,j,,,
20241206_4,unb,f,,"unb can be identified, with sYw",
20241206_5,zOWOgn,m,1,,
20241206_5,jGyr,f,,,
20241206_5,unb,f,,,
20241206_5,hNRwg,j,,,
20241206_5,hMa,j,,,
20241206_5,sBnr,f,,,
20241206_5,hONrw,j,,,
20241209_1,jGyr,f,,,
20241209_1,zOWOgn,m,1,,
20241209_1,unb,f,,,
20241209_1,sBnr,f,,,
20241209_1,hMa,j,,,
20241209_1,hONrw,j,,,
20241209_1,hNRwg,j,,,
20241209_1,cKq,m,1,,
20241209_2,sWa,m,1,,
20241209_2,jMrw,m,1,,
20241209_3,jMna,m,1,,
20241209_4,sOo,m,2,,
20241209_4,sRGan,m,1,,
20241209_4,hNwo,j,,,
20241209_5,jBbwb,m,1,,
20241209_5,cMra,f,,,
20241209_5,hOna,j,,,
20241209_5,hRAnr,j,,,
20241209_5,hGRq,j,,,
20241209_6,sYw,f,,,
20241209_6,hGRwn,j,,,
20241209_6,hGrb,j,,,
20241209_6,unb,f,,,
20241209_6,sMow,m,1,,
20241209_7,pBGrb,f,,,
20241209_7,iNyb,m,1,,
20241209_7,hWbo,j,,,
20241209_7,jBn,m,1,,
20241209_7,hOab,j,,,
20241209_7,hRAgr,j,,,
20241211_1,cOnr,m,1,,
20241211_1,GBB,f,,,
20241211_1,hONrw,j,,,
20241211_1,sOo,m,2,,
20241211_1,sRGan,m,1,,
20241211_1,sNro,f,,,
20241211_1,sGn,m,1,,
20241211_2,pBGrb,f,,,
20241211_2,jBn,m,1,,
20241211_2,hOab,j,,,
20241211_2,hWbo,j,,,
20241211_2,sMag,m,1,,
20241211_3,unb,f,,"unb can be identified, with sYw",
20241211_3,sMow,m,1,,
20241211_3,hGRwn,j,,,
20241211_3,hGrb,j,,,
20241211_4,hRAnr,j,,,
20241211_4,jBbwb,m,1,,
20241211_4,hOna,j,,,
20241211_4,hGRq,j,,,
20241211_5,sWa,m,1,,
20241211_5,iWq,m,1,,
20241211_5,jBRb,f,,,
20241211_5,jMrw,m,1,,
20241213_1,sRBaba,f,,,
20241213_1,cGRb,m,1,,
20241213_1,sOrbr,f,,,
20241213_2,pNaba,m,1,,
20241213_2,jBbwb,m,1,,
20241213_2,cMra,f,,,
20241213_2,hOna,j,,,
20241213_2,hRAnr,j,,,
20241213_2,hGRq,j,,,
20241213_3,sMow,m,1,,
20241213_3,unb,f,,"unb can be identified, with sYw",
20241213_3,hGRwn,j,,,
20241213_3,hGrb,j,,,
20241213_4,zOWOgn,m,1,,
20241213_4,jGyr,f,,,
20241213_4,hONrw,j,,,
20241213_4,sBnr,f,,,
20241213_5,sRGan,m,1,,
20241213_5,cOnr,m,1,,
20241213_5,sOo,m,2,,
20241213_5,hWbo,j,,,
20241213_6,jBn,m,1,,
20241213_6,pBGrb,f,,,
20241213_6,iNyb,m,1,,
20241213_6,hOab,j,,,
20241213_6,hWbo,j,,,
20241213_6,hRAgr,j,,,
20241213_6,sGn,m,2,,
20241215_1,zOWOgn,m,1,,
20241215_1,pWRbo,m,1,,
20241215_1,hONrw,j,,,
20241215_1,jGyr,f,,,
20241215_2,pNaba,m,1,,
20241215_2,hOna,j,,,
20241215_2,hRAnr,j,,,
20241215_2,hGRq,j,,,
20241215_2,jBbwb,m,1,,
20241215_2,cMra,f,,,
20241215_3,sOo,m,2,,
20241215_3,unb,f,,,
20241215_3,hNwo,j,,,
20241215_3,hNRwg,j,,,
